request_id,opened_at,closed_at,service,request_type,assignment_group,status,fulfillment_hours
REQ20661,2025-11-25 21:13:37.623315,2025-11-28 01:13:37.623315,VPN,BI-отчет,Network,Отклонен,52
REQ20662,2025-11-25 13:05:37.623315,2025-11-26 04:05:37.623315,VPN,Учетная запись,Service Desk L2,В работе,15
REQ20663,2025-11-25 04:14:37.623315,2025-11-28 22:14:37.623315,VPN,Учетная запись,NOC,Отклонен,90
REQ20664,2025-11-25 02:52:37.623315,2025-11-25 22:52:37.623315,Корпоративная почта,Учетная запись,Network,Завершен,20
REQ20665,2025-11-26 03:06:37.623315,2025-11-27 12:06:37.623315,VPN,Учетная запись,Service Desk L1,Завершен,33
REQ20666,2025-11-26 01:45:37.623315,2025-11-26 20:45:37.623315,Корпоративная почта,Сброс пароля,DBA,Отклонен,19
REQ20667,2025-11-26 15:04:37.623315,2025-11-28 19:04:37.623315,Сеть офисов,BI-отчет,Service Desk L2,В работе,52
REQ20668,2025-11-26 15:50:37.623315,2025-11-30 03:50:37.623315,Сеть офисов,Сброс пароля,Service Desk L1,Отклонен,84
REQ20669,2025-11-26 22:14:37.623315,2025-11-29 03:14:37.623315,ERP,BI-отчет,DBA,Завершен,53
REQ20670,2025-11-26 16:15:37.623315,2025-11-29 09:15:37.623315,VPN,Доступ,Application Support,Завершен,65
REQ20671,2025-11-26 18:44:37.623315,2025-11-28 10:44:37.623315,Корпоративная почта,BI-отчет,DBA,В работе,40
REQ20672,2025-11-26 11:40:37.623315,2025-11-28 12:40:37.623315,Корпоративная почта,Сброс пароля,DBA,Завершен,49
REQ20673,2025-11-25 23:34:37.623315,2025-11-28 08:34:37.623315,Сервис-деск,Оборудование,DBA,Отклонен,57
REQ20674,2025-11-26 22:29:37.623315,2025-11-30 11:29:37.623315,ERP,Согласование,Application Support,Завершен,85
REQ20675,2025-11-26 00:18:37.623315,2025-11-27 07:18:37.623315,Data Platform,Сброс пароля,DBA,В работе,31
REQ20676,2025-11-26 14:06:37.623315,2025-11-29 03:06:37.623315,ERP,Оборудование,DBA,Завершен,61
REQ20677,2025-11-26 12:24:37.623315,2025-11-27 21:24:37.623315,VPN,Учетная запись,NOC,В работе,33
REQ20678,2025-11-26 10:24:37.623315,2025-11-28 08:24:37.623315,Data Platform,Согласование,Service Desk L2,В работе,46
REQ20679,2025-11-26 01:59:37.623315,2025-11-27 16:59:37.623315,ERP,BI-отчет,Service Desk L1,В работе,39
REQ20680,2025-11-26 01:20:37.623315,2025-11-28 16:20:37.623315,Корпоративная почта,Сброс пароля,Network,Завершен,63
REQ20681,2025-11-26 09:20:37.623315,2025-11-29 03:20:37.623315,VPN,Доступ,NOC,Завершен,66
REQ20682,2025-11-26 23:06:37.623315,2025-11-30 00:06:37.623315,ERP,Доступ,NOC,Отклонен,73
REQ20683,2025-11-26 06:01:37.623315,2025-11-29 02:01:37.623315,ERP,Доступ,DBA,В работе,68
REQ20684,2025-11-26 10:12:37.623315,2025-11-29 18:12:37.623315,Data Platform,Сброс пароля,Service Desk L1,В работе,80
REQ20685,2025-11-26 08:44:37.623315,2025-11-26 16:44:37.623315,Сеть офисов,BI-отчет,NOC,В работе,8
REQ20686,2025-11-26 14:48:37.623315,2025-11-29 09:48:37.623315,Корпоративная почта,Учетная запись,Service Desk L1,Отклонен,67
REQ20687,2025-11-26 22:57:37.623315,2025-11-29 16:57:37.623315,Корпоративная почта,Оборудование,DBA,В работе,66
REQ20688,2025-11-26 21:06:37.623315,2025-11-29 07:06:37.623315,Сервис-деск,Учетная запись,Service Desk L2,В работе,58
REQ20689,2025-11-26 03:30:37.623315,2025-11-27 06:30:37.623315,Корпоративная почта,BI-отчет,DBA,В работе,27
REQ20690,2025-11-26 11:35:37.623315,2025-11-26 18:35:37.623315,Корпоративная почта,Сброс пароля,NOC,Завершен,7
REQ20691,2025-11-26 05:47:37.623315,2025-11-29 07:47:37.623315,VPN,Согласование,Application Support,В работе,74
REQ20692,2025-11-26 16:57:37.623315,2025-11-28 02:57:37.623315,VPN,Доступ,NOC,Завершен,34
REQ20693,2025-11-26 00:37:37.623315,2025-11-29 23:37:37.623315,Data Platform,Доступ,Application Support,В работе,95
REQ20694,2025-11-26 05:20:37.623315,2025-11-29 21:20:37.623315,Data Platform,Доступ,NOC,Отклонен,88
REQ20695,2025-11-26 14:12:37.623315,2025-11-28 11:12:37.623315,Сеть офисов,Учетная запись,Network,В работе,45
REQ20696,2025-11-26 07:57:37.623315,2025-11-29 08:57:37.623315,Сеть офисов,Учетная запись,Network,Отклонен,73
REQ20697,2025-11-26 20:41:37.623315,2025-11-29 17:41:37.623315,VPN,Учетная запись,Service Desk L2,Отклонен,69
REQ20698,2025-11-26 17:54:37.623315,2025-11-30 10:54:37.623315,ERP,BI-отчет,Application Support,Завершен,89
REQ20699,2025-11-25 23:48:37.623315,2025-11-28 14:48:37.623315,ERP,Сброс пароля,Service Desk L1,В работе,63
REQ20700,2025-11-26 15:07:37.623315,2025-11-28 20:07:37.623315,Корпоративная почта,BI-отчет,Network,В работе,53
REQ20701,2025-11-26 03:13:37.623315,2025-11-26 23:13:37.623315,Сеть офисов,Оборудование,Application Support,Завершен,20
REQ20702,2025-11-27 07:02:37.623315,2025-11-29 23:02:37.623315,Data Platform,Оборудование,Service Desk L1,Отклонен,64
REQ20703,2025-11-27 20:20:37.623315,2025-11-28 16:20:37.623315,Корпоративная почта,Сброс пароля,Service Desk L2,В работе,20
REQ20704,2025-11-27 15:37:37.623315,2025-12-01 09:37:37.623315,Корпоративная почта,Сброс пароля,Service Desk L2,Отклонен,90
REQ20705,2025-11-27 09:08:37.623315,2025-11-29 14:08:37.623315,Корпоративная почта,Доступ,Service Desk L1,Завершен,53
REQ20706,2025-11-27 07:18:37.623315,2025-11-28 21:18:37.623315,ERP,Оборудование,Service Desk L2,Отклонен,38
REQ20707,2025-11-27 18:57:37.623315,2025-11-30 15:57:37.623315,VPN,Учетная запись,DBA,Отклонен,69
REQ20708,2025-11-26 23:30:37.623315,2025-11-27 03:30:37.623315,ERP,Учетная запись,Service Desk L1,В работе,4
REQ20709,2025-11-27 17:42:37.623315,2025-11-27 19:42:37.623315,Data Platform,Оборудование,Application Support,Завершен,2
REQ20710,2025-11-27 22:40:37.623315,2025-12-01 20:40:37.623315,Data Platform,Сброс пароля,Service Desk L2,В работе,94
REQ20711,2025-11-27 17:33:37.623315,2025-12-01 03:33:37.623315,Data Platform,Учетная запись,Service Desk L1,Отклонен,82
REQ20712,2025-11-27 17:43:37.623315,2025-11-28 07:43:37.623315,Data Platform,Согласование,Service Desk L1,Завершен,14
REQ20713,2025-11-27 06:41:37.623315,2025-11-27 13:41:37.623315,ERP,Сброс пароля,DBA,Завершен,7
REQ20714,2025-11-27 16:42:37.623315,2025-11-30 09:42:37.623315,VPN,Согласование,Service Desk L1,Завершен,65
REQ20715,2025-11-27 21:25:37.623315,2025-11-28 12:25:37.623315,Сеть офисов,Оборудование,Application Support,В работе,15
REQ20716,2025-11-27 00:34:37.623315,2025-11-29 13:34:37.623315,Data Platform,BI-отчет,Service Desk L2,Завершен,61
REQ20717,2025-11-28 09:01:37.623315,2025-11-30 12:01:37.623315,VPN,Сброс пароля,Network,В работе,51
REQ20718,2025-11-28 00:32:37.623315,2025-11-30 05:32:37.623315,VPN,Учетная запись,Service Desk L2,В работе,53
REQ20719,2025-11-28 09:55:37.623315,2025-12-02 02:55:37.623315,VPN,Сброс пароля,Application Support,Отклонен,89
REQ20720,2025-11-28 00:03:37.623315,2025-11-28 12:03:37.623315,Data Platform,Согласование,Network,В работе,12
REQ20721,2025-11-28 08:16:37.623315,2025-11-29 23:16:37.623315,Сеть офисов,BI-отчет,Service Desk L1,Отклонен,39
REQ20722,2025-11-28 00:10:37.623315,2025-11-29 06:10:37.623315,Сервис-деск,Доступ,Network,Завершен,30
REQ20723,2025-11-28 17:05:37.623315,2025-12-01 11:05:37.623315,Сеть офисов,Оборудование,Network,В работе,66
REQ20724,2025-11-28 22:29:37.623315,2025-12-01 11:29:37.623315,Сеть офисов,Учетная запись,NOC,Отклонен,61
REQ20725,2025-11-28 21:42:37.623315,2025-11-29 03:42:37.623315,ERP,Учетная запись,Service Desk L2,Завершен,6
REQ20726,2025-11-28 08:36:37.623315,2025-11-29 12:36:37.623315,VPN,Оборудование,Network,Завершен,28
REQ20727,2025-11-28 15:37:37.623315,2025-12-01 20:37:37.623315,ERP,Учетная запись,NOC,В работе,77
REQ20728,2025-11-28 22:35:37.623315,2025-11-29 18:35:37.623315,Корпоративная почта,Доступ,NOC,Отклонен,20
REQ20729,2025-11-28 18:50:37.623315,2025-12-01 15:50:37.623315,Data Platform,Учетная запись,NOC,Отклонен,69
REQ20730,2025-11-28 00:59:37.623315,2025-11-29 03:59:37.623315,VPN,BI-отчет,NOC,Отклонен,27
REQ20731,2025-11-28 20:33:37.623315,2025-12-01 13:33:37.623315,VPN,Оборудование,DBA,Отклонен,65
REQ20732,2025-11-28 09:35:37.623315,2025-11-28 16:35:37.623315,Data Platform,Доступ,Service Desk L2,Завершен,7
REQ20733,2025-11-28 02:19:37.623315,2025-12-01 10:19:37.623315,Сеть офисов,Согласование,Network,В работе,80
REQ20734,2025-11-28 02:50:37.623315,2025-11-30 20:50:37.623315,Data Platform,BI-отчет,Service Desk L2,Отклонен,66
REQ20735,2025-11-27 23:21:37.623315,2025-11-29 00:21:37.623315,VPN,Доступ,NOC,Отклонен,25
REQ20736,2025-11-28 02:42:37.623315,2025-11-30 09:42:37.623315,Корпоративная почта,BI-отчет,Application Support,Отклонен,55
REQ20737,2025-11-28 16:20:37.623315,2025-11-28 19:20:37.623315,VPN,Учетная запись,DBA,В работе,3
REQ20738,2025-11-28 15:01:37.623315,2025-12-02 10:01:37.623315,Data Platform,Сброс пароля,Service Desk L2,В работе,91
REQ20739,2025-11-28 18:28:37.623315,2025-12-02 16:28:37.623315,Data Platform,Доступ,Service Desk L1,Отклонен,94
REQ20740,2025-11-28 05:46:37.623315,2025-11-30 06:46:37.623315,Сеть офисов,Сброс пароля,Application Support,Завершен,49
REQ20741,2025-11-28 01:40:37.623315,2025-12-01 08:40:37.623315,Корпоративная почта,Доступ,Service Desk L1,Отклонен,79
REQ20742,2025-11-28 17:39:37.623315,2025-11-29 08:39:37.623315,Сеть офисов,Сброс пароля,Application Support,Завершен,15
REQ20743,2025-11-28 11:54:37.623315,2025-12-01 02:54:37.623315,ERP,Доступ,Service Desk L1,Завершен,63
REQ20744,2025-11-29 13:57:37.623315,2025-11-29 19:57:37.623315,Корпоративная почта,Учетная запись,NOC,Завершен,6
REQ20745,2025-11-29 08:18:37.623315,2025-12-02 07:18:37.623315,VPN,Учетная запись,Network,В работе,71
REQ20746,2025-11-29 07:37:37.623315,2025-11-30 08:37:37.623315,Сеть офисов,Согласование,DBA,Отклонен,25
REQ20747,2025-11-29 11:33:37.623315,2025-11-30 06:33:37.623315,ERP,BI-отчет,Network,Завершен,19
REQ20748,2025-11-29 19:36:37.623315,2025-12-03 06:36:37.623315,VPN,Учетная запись,Service Desk L1,Отклонен,83
REQ20749,2025-11-29 18:15:37.623315,2025-12-01 06:15:37.623315,Data Platform,Оборудование,Application Support,Отклонен,36
REQ20750,2025-11-29 18:20:37.623315,2025-11-30 09:20:37.623315,ERP,Согласование,Application Support,В работе,15
REQ20751,2025-11-29 02:04:37.623315,2025-12-02 19:04:37.623315,ERP,Оборудование,Service Desk L1,В работе,89
REQ20752,2025-11-29 23:20:37.623315,2025-12-02 14:20:37.623315,VPN,Сброс пароля,DBA,Завершен,63
REQ20753,2025-11-29 17:31:37.623315,2025-12-01 22:31:37.623315,Сеть офисов,Оборудование,Service Desk L2,Завершен,53
REQ20754,2025-11-29 09:54:37.623315,2025-12-02 16:54:37.623315,Сервис-деск,Сброс пароля,NOC,Завершен,79
REQ20755,2025-11-29 15:27:37.623315,2025-12-02 16:27:37.623315,Сервис-деск,Согласование,Network,В работе,73
REQ20756,2025-11-29 00:02:37.623315,2025-12-01 16:02:37.623315,Сеть офисов,Сброс пароля,DBA,Отклонен,64
REQ20757,2025-11-29 09:22:37.623315,2025-12-02 17:22:37.623315,ERP,Согласование,Service Desk L2,В работе,80
REQ20758,2025-11-29 07:35:37.623315,2025-11-29 09:35:37.623315,VPN,Сброс пароля,Service Desk L2,Отклонен,2
REQ20759,2025-11-29 03:17:37.623315,2025-12-02 19:17:37.623315,Сеть офисов,BI-отчет,NOC,Завершен,88
REQ20760,2025-11-29 14:59:37.623315,2025-12-02 05:59:37.623315,VPN,Доступ,Application Support,Отклонен,63
REQ20761,2025-11-29 21:42:37.623315,2025-12-03 01:42:37.623315,VPN,Сброс пароля,NOC,Завершен,76
REQ20762,2025-11-29 10:34:37.623315,2025-12-01 14:34:37.623315,ERP,Доступ,Network,В работе,52
REQ20763,2025-11-29 13:27:37.623315,2025-12-01 08:27:37.623315,ERP,Оборудование,NOC,Завершен,43
REQ20764,2025-11-29 22:32:37.623315,2025-12-01 22:32:37.623315,Сеть офисов,Оборудование,DBA,В работе,48
REQ20765,2025-11-29 23:15:37.623315,2025-12-02 20:15:37.623315,Корпоративная почта,Оборудование,DBA,В работе,69
REQ20766,2025-11-29 09:23:37.623315,2025-11-29 13:23:37.623315,Сеть офисов,Сброс пароля,Application Support,Отклонен,4
REQ20767,2025-11-29 20:12:37.623315,2025-11-30 11:12:37.623315,ERP,Доступ,NOC,В работе,15
REQ20768,2025-11-29 04:50:37.623315,2025-12-01 07:50:37.623315,Сеть офисов,BI-отчет,NOC,Отклонен,51
REQ20769,2025-11-29 17:54:37.623315,2025-12-02 07:54:37.623315,Сеть офисов,Доступ,Service Desk L1,Отклонен,62
REQ20770,2025-11-29 04:09:37.623315,2025-12-01 19:09:37.623315,Корпоративная почта,Сброс пароля,Network,Завершен,63
REQ20771,2025-11-29 07:15:37.623315,2025-12-02 02:15:37.623315,Сеть офисов,BI-отчет,Network,В работе,67
REQ20772,2025-11-29 05:17:37.623315,2025-11-30 00:17:37.623315,ERP,BI-отчет,DBA,В работе,19
REQ20773,2025-11-29 00:41:37.623315,2025-12-02 04:41:37.623315,Сеть офисов,Согласование,DBA,Отклонен,76
REQ20774,2025-11-29 13:38:37.623315,2025-12-01 05:38:37.623315,VPN,Оборудование,DBA,Отклонен,40
REQ20775,2025-11-29 09:53:37.623315,2025-12-01 06:53:37.623315,Сервис-деск,Учетная запись,Network,Отклонен,45
REQ20776,2025-11-29 19:42:37.623315,2025-12-03 18:42:37.623315,Сеть офисов,Согласование,Network,В работе,95
REQ20777,2025-11-29 22:14:37.623315,2025-12-03 06:14:37.623315,ERP,Оборудование,Service Desk L1,Завершен,80
REQ20778,2025-11-29 09:00:37.623315,2025-11-30 02:00:37.623315,Корпоративная почта,Учетная запись,DBA,В работе,17
REQ20779,2025-11-28 23:29:37.623315,2025-11-29 01:29:37.623315,Корпоративная почта,Доступ,Application Support,В работе,2
REQ20780,2025-11-30 03:26:37.623315,2025-12-02 02:26:37.623315,Сеть офисов,Доступ,Service Desk L1,Завершен,47
REQ20781,2025-11-30 04:05:37.623315,2025-12-02 18:05:37.623315,Корпоративная почта,Доступ,NOC,В работе,62
REQ20782,2025-11-30 11:47:37.623315,2025-12-02 19:47:37.623315,Корпоративная почта,Сброс пароля,Network,Отклонен,56
REQ20783,2025-11-30 17:22:37.623315,2025-12-01 03:22:37.623315,Корпоративная почта,Доступ,DBA,Отклонен,10
REQ20784,2025-11-30 15:03:37.623315,2025-12-03 04:03:37.623315,Корпоративная почта,Сброс пароля,NOC,Завершен,61
REQ20785,2025-11-30 23:02:37.623315,2025-12-02 10:02:37.623315,Сеть офисов,Оборудование,Service Desk L1,Отклонен,35
REQ20786,2025-11-30 02:13:37.623315,2025-12-03 23:13:37.623315,Сеть офисов,Учетная запись,Service Desk L2,Отклонен,93
REQ20787,2025-11-30 21:38:37.623315,2025-12-04 00:38:37.623315,Корпоративная почта,Сброс пароля,Application Support,Отклонен,75
REQ20788,2025-11-30 21:25:37.623315,2025-12-02 15:25:37.623315,VPN,Доступ,Network,Отклонен,42
REQ20789,2025-11-30 18:53:37.623315,2025-12-01 00:53:37.623315,Сеть офисов,Сброс пароля,Service Desk L2,Отклонен,6
REQ20790,2025-11-30 15:20:37.623315,2025-12-02 19:20:37.623315,Сеть офисов,BI-отчет,DBA,Отклонен,52
REQ20791,2025-11-30 07:02:37.623315,2025-11-30 17:02:37.623315,VPN,Согласование,Service Desk L1,В работе,10
REQ20792,2025-11-30 20:28:37.623315,2025-12-03 03:28:37.623315,Data Platform,BI-отчет,Service Desk L1,Отклонен,55
REQ20793,2025-11-30 08:27:37.623315,2025-12-02 14:27:37.623315,Data Platform,Доступ,Application Support,Завершен,54
REQ20794,2025-11-30 14:39:37.623315,2025-11-30 22:39:37.623315,Data Platform,Согласование,Service Desk L1,В работе,8
REQ20795,2025-11-30 06:35:37.623315,2025-12-01 06:35:37.623315,ERP,Согласование,Application Support,Завершен,24
REQ20796,2025-11-30 23:05:37.623315,2025-12-03 18:05:37.623315,Сервис-деск,BI-отчет,Service Desk L1,В работе,67
REQ20797,2025-11-30 17:57:37.623315,2025-12-01 09:57:37.623315,Сеть офисов,Согласование,NOC,Завершен,16
REQ20798,2025-11-30 22:13:37.623315,2025-12-02 09:13:37.623315,VPN,Согласование,Service Desk L2,Завершен,35
REQ20799,2025-11-29 23:34:37.623315,2025-12-02 12:34:37.623315,Корпоративная почта,BI-отчет,DBA,Отклонен,61
REQ20800,2025-11-30 04:27:37.623315,2025-11-30 17:27:37.623315,Data Platform,Доступ,Application Support,Отклонен,13
REQ20801,2025-11-30 21:03:37.623315,2025-12-01 02:03:37.623315,Сервис-деск,Учетная запись,Service Desk L2,В работе,5
REQ20802,2025-11-30 03:15:37.623315,2025-12-03 02:15:37.623315,Корпоративная почта,Оборудование,Network,Отклонен,71
REQ20803,2025-11-30 22:09:37.623315,2025-12-04 06:09:37.623315,Сеть офисов,BI-отчет,Service Desk L1,Отклонен,80
REQ20804,2025-11-30 17:49:37.623315,2025-12-01 13:49:37.623315,Корпоративная почта,Доступ,DBA,Завершен,20
REQ20805,2025-11-30 23:14:37.623315,2025-12-03 21:14:37.623315,Сеть офисов,Учетная запись,Service Desk L1,В работе,70
REQ20806,2025-11-30 20:53:37.623315,2025-12-01 01:53:37.623315,Корпоративная почта,BI-отчет,DBA,В работе,5
REQ20807,2025-11-30 08:55:37.623315,2025-12-01 03:55:37.623315,VPN,Доступ,DBA,В работе,19
REQ20808,2025-11-30 23:44:37.623315,2025-12-02 12:44:37.623315,ERP,Учетная запись,Service Desk L1,В работе,37
REQ20809,2025-12-01 14:14:37.623315,2025-12-02 01:14:37.623315,ERP,Доступ,Service Desk L2,Завершен,11
REQ20810,2025-12-01 12:48:37.623315,2025-12-05 03:48:37.623315,Data Platform,Согласование,Network,Завершен,87
REQ20811,2025-12-01 01:21:37.623315,2025-12-04 13:21:37.623315,Data Platform,Сброс пароля,Network,Завершен,84
REQ20812,2025-12-01 21:26:37.623315,2025-12-05 17:26:37.623315,VPN,Сброс пароля,NOC,В работе,92
REQ20813,2025-12-01 16:41:37.623315,2025-12-02 06:41:37.623315,Data Platform,BI-отчет,Service Desk L1,В работе,14
REQ20814,2025-12-01 18:51:37.623315,2025-12-02 01:51:37.623315,Сеть офисов,BI-отчет,NOC,В работе,7
REQ20815,2025-12-01 17:09:37.623315,2025-12-02 19:09:37.623315,Data Platform,Согласование,Service Desk L1,Завершен,26
REQ20816,2025-12-01 08:56:37.623315,2025-12-02 04:56:37.623315,Data Platform,BI-отчет,Service Desk L2,Отклонен,20
REQ20817,2025-12-01 18:00:37.623315,2025-12-03 23:00:37.623315,VPN,Согласование,Service Desk L1,В работе,53
REQ20818,2025-11-30 23:54:37.623315,2025-12-02 06:54:37.623315,Сеть офисов,Согласование,Service Desk L1,Отклонен,31
REQ20819,2025-12-01 16:18:37.623315,2025-12-05 03:18:37.623315,Сеть офисов,Доступ,DBA,Отклонен,83
REQ20820,2025-12-01 21:03:37.623315,2025-12-05 09:03:37.623315,Data Platform,BI-отчет,NOC,В работе,84
REQ20821,2025-11-30 23:44:37.623315,2025-12-04 04:44:37.623315,Data Platform,Оборудование,Network,В работе,77
REQ20822,2025-12-01 01:57:37.623315,2025-12-03 13:57:37.623315,Data Platform,Доступ,Service Desk L2,Отклонен,60
REQ20823,2025-12-01 06:29:37.623315,2025-12-01 10:29:37.623315,Корпоративная почта,Оборудование,DBA,Отклонен,4
REQ20824,2025-12-01 10:50:37.623315,2025-12-04 20:50:37.623315,Сеть офисов,BI-отчет,Service Desk L1,Завершен,82
REQ20825,2025-12-01 11:21:37.623315,2025-12-03 03:21:37.623315,Корпоративная почта,BI-отчет,NOC,Отклонен,40
REQ20826,2025-12-01 11:20:37.623315,2025-12-02 06:20:37.623315,Корпоративная почта,Согласование,Network,В работе,19
REQ20827,2025-12-01 15:41:37.623315,2025-12-02 08:41:37.623315,Data Platform,Согласование,DBA,В работе,17
REQ20828,2025-12-02 01:17:37.623315,2025-12-03 06:17:37.623315,Data Platform,Доступ,Service Desk L1,Отклонен,29
REQ20829,2025-12-02 22:09:37.623315,2025-12-04 12:09:37.623315,Корпоративная почта,Доступ,Service Desk L1,В работе,38
REQ20830,2025-12-02 20:00:37.623315,2025-12-03 10:00:37.623315,VPN,Учетная запись,Network,Отклонен,14
REQ20831,2025-12-02 19:18:37.623315,2025-12-03 19:18:37.623315,Сеть офисов,Сброс пароля,Network,Завершен,24
REQ20832,2025-12-02 11:04:37.623315,2025-12-05 13:04:37.623315,ERP,Оборудование,NOC,В работе,74
REQ20833,2025-12-02 11:25:37.623315,2025-12-02 17:25:37.623315,Корпоративная почта,Согласование,DBA,Отклонен,6
REQ20834,2025-12-02 17:21:37.623315,2025-12-06 05:21:37.623315,Корпоративная почта,Согласование,Service Desk L1,В работе,84
REQ20835,2025-12-02 16:24:37.623315,2025-12-03 03:24:37.623315,Сеть офисов,Согласование,Service Desk L2,В работе,11
REQ20836,2025-12-02 14:37:37.623315,2025-12-02 21:37:37.623315,Сервис-деск,Оборудование,DBA,Отклонен,7
REQ20837,2025-12-02 08:05:37.623315,2025-12-06 01:05:37.623315,VPN,Учетная запись,Application Support,Отклонен,89
REQ20838,2025-12-02 05:57:37.623315,2025-12-03 19:57:37.623315,ERP,BI-отчет,Service Desk L2,В работе,38
REQ20839,2025-12-02 06:22:37.623315,2025-12-02 08:22:37.623315,Data Platform,Согласование,DBA,В работе,2
REQ20840,2025-12-02 04:42:37.623315,2025-12-03 23:42:37.623315,Корпоративная почта,Оборудование,Application Support,Отклонен,43
REQ20841,2025-12-02 11:14:37.623315,2025-12-02 14:14:37.623315,Корпоративная почта,Согласование,Application Support,В работе,3
REQ20842,2025-12-02 09:37:37.623315,2025-12-03 03:37:37.623315,Data Platform,Оборудование,Network,Завершен,18
REQ20843,2025-12-02 13:55:37.623315,2025-12-03 23:55:37.623315,VPN,BI-отчет,NOC,Отклонен,34
REQ20844,2025-12-02 05:03:37.623315,2025-12-05 08:03:37.623315,Сервис-деск,Оборудование,Application Support,Завершен,75
REQ20845,2025-12-02 08:42:37.623315,2025-12-02 22:42:37.623315,Корпоративная почта,Доступ,Service Desk L2,Завершен,14
REQ20846,2025-12-02 17:23:37.623315,2025-12-06 05:23:37.623315,Data Platform,Учетная запись,NOC,В работе,84
REQ20847,2025-12-03 02:52:37.623315,2025-12-05 23:52:37.623315,ERP,Оборудование,Application Support,Завершен,69
REQ20848,2025-12-03 01:44:37.623315,2025-12-07 00:44:37.623315,Сеть офисов,Согласование,NOC,Отклонен,95
REQ20849,2025-12-03 07:41:37.623315,2025-12-04 05:41:37.623315,VPN,Сброс пароля,Service Desk L2,В работе,22
REQ20850,2025-12-03 23:18:37.623315,2025-12-04 23:18:37.623315,Data Platform,BI-отчет,DBA,В работе,24
REQ20851,2025-12-03 08:15:37.623315,2025-12-07 01:15:37.623315,Сервис-деск,Учетная запись,DBA,Завершен,89
REQ20852,2025-12-03 02:52:37.623315,2025-12-04 04:52:37.623315,Сервис-деск,Оборудование,Service Desk L2,Отклонен,26
REQ20853,2025-12-03 00:05:37.623315,2025-12-05 21:05:37.623315,Data Platform,Сброс пароля,Service Desk L2,Завершен,69
REQ20854,2025-12-03 07:18:37.623315,2025-12-05 17:18:37.623315,Data Platform,Согласование,Application Support,Отклонен,58
REQ20855,2025-12-03 12:46:37.623315,2025-12-07 05:46:37.623315,ERP,Согласование,Application Support,Завершен,89
REQ20856,2025-12-03 13:21:37.623315,2025-12-04 05:21:37.623315,ERP,Доступ,Service Desk L2,Завершен,16
REQ20857,2025-12-03 20:05:37.623315,2025-12-05 19:05:37.623315,VPN,Согласование,Service Desk L1,Завершен,47
REQ20858,2025-12-03 00:20:37.623315,2025-12-05 01:20:37.623315,ERP,Учетная запись,Service Desk L1,Отклонен,49
REQ20859,2025-12-03 00:23:37.623315,2025-12-03 05:23:37.623315,VPN,Согласование,Service Desk L2,Завершен,5
REQ20860,2025-12-03 22:29:37.623315,2025-12-04 08:29:37.623315,ERP,Оборудование,Network,В работе,10
REQ20861,2025-12-03 21:15:37.623315,2025-12-04 23:15:37.623315,Корпоративная почта,Согласование,NOC,Отклонен,26
REQ20862,2025-12-03 08:35:37.623315,2025-12-06 11:35:37.623315,Сервис-деск,Доступ,Application Support,В работе,75
REQ20863,2025-12-03 16:12:37.623315,2025-12-07 02:12:37.623315,Сервис-деск,Доступ,DBA,Завершен,82
REQ20864,2025-12-03 00:33:37.623315,2025-12-03 17:33:37.623315,VPN,Согласование,Service Desk L1,В работе,17
REQ20865,2025-12-03 11:06:37.623315,2025-12-04 08:06:37.623315,Сеть офисов,Согласование,Application Support,Отклонен,21
REQ20866,2025-12-02 23:59:37.623315,2025-12-06 11:59:37.623315,VPN,BI-отчет,Service Desk L2,Отклонен,84
REQ20867,2025-12-03 15:11:37.623315,2025-12-05 00:11:37.623315,ERP,Оборудование,Service Desk L2,В работе,33
REQ20868,2025-12-03 18:43:37.623315,2025-12-07 08:43:37.623315,Сервис-деск,Оборудование,Application Support,Завершен,86
REQ20869,2025-12-03 04:30:37.623315,2025-12-06 15:30:37.623315,Сервис-деск,Согласование,Application Support,Отклонен,83
REQ20870,2025-12-03 18:33:37.623315,2025-12-06 14:33:37.623315,Сеть офисов,BI-отчет,Application Support,Завершен,68
REQ20871,2025-12-03 08:44:37.623315,2025-12-05 22:44:37.623315,Сервис-деск,Учетная запись,Application Support,В работе,62
REQ20872,2025-12-03 06:29:37.623315,2025-12-04 13:29:37.623315,Data Platform,Согласование,NOC,Отклонен,31
REQ20873,2025-12-03 10:23:37.623315,2025-12-06 00:23:37.623315,Data Platform,Доступ,NOC,Отклонен,62
REQ20874,2025-12-03 13:23:37.623315,2025-12-06 08:23:37.623315,VPN,Согласование,Service Desk L1,В работе,67
REQ20875,2025-12-03 03:09:37.623315,2025-12-05 21:09:37.623315,VPN,Оборудование,DBA,Завершен,66
REQ20876,2025-12-03 02:21:37.623315,2025-12-05 18:21:37.623315,Корпоративная почта,Оборудование,DBA,Завершен,64
REQ20877,2025-12-03 11:02:37.623315,2025-12-06 11:02:37.623315,VPN,BI-отчет,Service Desk L2,Отклонен,72
REQ20878,2025-12-03 19:32:37.623315,2025-12-07 15:32:37.623315,Корпоративная почта,Согласование,Service Desk L2,Отклонен,92
REQ20879,2025-12-03 13:20:37.623315,2025-12-07 09:20:37.623315,ERP,BI-отчет,Network,В работе,92
REQ20880,2025-12-03 14:33:37.623315,2025-12-05 09:33:37.623315,Data Platform,Сброс пароля,Application Support,Завершен,43
REQ20881,2025-12-03 05:34:37.623315,2025-12-06 23:34:37.623315,VPN,Оборудование,Application Support,Отклонен,90
